name,calories,proteins,fats,carbs
"Горошек зелёный, замороженный, вареный, без соли",78.0,5.15,0.27,9.76
"Горошек зелёный, замороженный, вареный, с солью",78.0,5.15,0.27,9.76
"Горошек зелёный, консервированный",58.0,3.01,0.48,7.3
"Горошек зелёный, консервированный, без соли",53.0,3.19,0.3,6.45
"Горошек зелёный, консервированный, без соли, содержимое без жидкости",69.0,4.42,0.35,8.48
"Горошек зелёный, консервированный, со специями",50.0,3.09,0.27,7.25
"Горошек зелёный, консервированный, содержимое без жидкости",68.0,4.47,0.8,6.46
"Горошек зелёный, консервированный, содержимое без жидкости, промытый водой",71.0,4.33,0.95,11.82
Горошек зеленый. Консервы,40.0,3.1,0.2,6.5
"Ёкан, желе из бобов адзуки (японский десерт)",260.0,3.29,0.12,60.72
Заменитель мяса,311.0,41.71,2.97,17.21
"Запеченные бобы, консервированные, без доб. соли",105.0,4.8,0.4,14.99
Камедь бобов рожкового дерева,222.0,4.62,0.65,49.08
"Колбаса, из заменителя мяса",255.0,20.28,18.16,5.29
"Кормовые бобы, в стучках",88.0,7.92,0.73,10.13
"Коровий горох (вигна китайская), catjang, зрелый",343.0,23.85,2.07,48.94
"Коровий горох (вигна китайская), catjang, зрелый, вареный, без соли",117.0,8.13,0.71,16.72
"Коровий горох (вигна китайская), catjang, зрелый, вареный, с солью",117.0,8.13,0.71,16.72
"Коровий горох (вигна китайская), листья",29.0,4.1,0.25,4.82
"Коровий горох (вигна китайская), листья, вареные, без соли",22.0,4.67,0.1,2.8
"Коровий горох (вигна китайская), листья, вареные, с солью",22.0,4.67,0.1,2.8
"Коровий горох (вигна китайская), молодые стручки с семенами, вареные, без соли",34.0,2.6,0.3,7.0
"Коровий горох (вигна китайская), молодые стручки с семенами, вареные, с солью",34.0,2.6,0.3,7.0
"Коровий горох (вигна китайская), молодые стручки с семенами, сырые",44.0,3.3,0.3,6.2
"Крылатые бобы (спаржевый горох, квадратный горох), зрелые",409.0,29.65,16.32,15.81
"Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, вареная, без соли",147.0,10.62,5.84,14.94
"Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, с солью",147.0,10.62,5.84,14.94
"Крылатые бобы (спаржевый горох, квадратный горох), клубни, сырые",148.0,11.6,0.9,28.1
"Крылатые бобы (спаржевый горох, квадратный горох), листья, сырые",74.0,5.85,1.1,14.1
"Крылатые бобы (спаржевый горох, квадратный горох), незрелые",49.0,6.95,0.87,4.31
"Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, без соли",38.0,5.31,0.66,3.21
"Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, с солью",37.0,5.31,0.66,3.21
"Кукуруза желтая, консервированная, промытая водой",64.0,2.18,1.43,11.32
"Лимская фасоль Фордхук, незрелая, замороженная",106.0,6.4,0.35,14.33
"Лимская фасоль Фордхук, незрелая, замороженная, вареная без соли",103.0,6.07,0.34,14.02
"Лимская фасоль Фордхук, незрелая, замороженная, вареная с солью",103.0,6.07,0.34,14.02
"Лимская фасоль, крупная, зрелая",338.0,21.46,0.69,44.38
"Лимская фасоль, крупная, зрелая, вареная, без соли",115.0,7.8,0.38,13.88
"Лимская фасоль, крупная, зрелая, вареная, с солью",115.0,7.8,0.38,13.88
"Лимская фасоль, крупная, зрелая, консервированная",79.0,4.93,0.17,10.11
"Лимская фасоль, мелкая, зрелая",335.0,20.62,0.93,42.23
"Лимская фасоль, мелкая, зрелая, вареная, без соли",126.0,8.04,0.38,15.61
"Лимская фасоль, мелкая, зрелая, вареная, с солью",126.0,8.04,0.38,15.61
"Лимская фасоль, мелкая, незрелая, замороженная",132.0,7.59,0.44,19.14
"Лимская фасоль, мелкая, незрелая, замороженная, вареная, без соли",105.0,6.65,0.3,14.65
"Лимская фасоль, мелкая, незрелая, замороженная, вареная, с солью",105.0,6.65,0.3,14.65
"Лимская фасоль, незрелая",113.0,6.84,0.86,15.27
"Лимская фасоль, незрелая, вареная, без соли",123.0,6.81,0.32,18.24
"Лимская фасоль, незрелая, вареная, с солью",123.0,6.81,0.32,18.34
"Лимская фасоль, незрелая, консервированная",71.0,4.07,0.29,9.73
"Лимская фасоль, незрелая, консервированная, без соли",71.0,4.07,0.29,9.73
"Лобия (гиацинтовые бобы, египетские бобы) зрелые",344.0,23.9,1.69,35.14
"Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, без соли",117.0,8.14,0.58,20.69
"Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, с солью",117.0,8.14,0.58,20.7
"Лобия (гиацинтовые бобы, египетские бобы) незрелые",46.0,2.1,0.2,5.89
"Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, без соли",50.0,2.95,0.27,9.2
"Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, с солью",50.0,2.95,0.27,9.2
"Люпин (волчий боб), зрелые семена",371.0,36.17,9.74,21.47
"Люпин (волчий боб), зрелые семена, вареные, без соли",119.0,15.57,2.92,7.08
"Люпин (волчий боб), зрелые семена, вареные, с солью",116.0,15.57,2.92,6.49
Маш (бобы мунг),300.0,23.5,2.0,46.0
"Маш (бобы мунг) проросшие семена, вареные, с солью",19.0,2.03,0.09,2.8
"Маш (бобы мунг) проросшие семена, консервированные, сухой продукт без маринада",12.0,1.4,0.06,1.34
"Маш (бобы мунг), вареные, с доб. соли",105.0,7.02,0.38,11.55
"Маш (бобы мунг), проросшие, вареные, без соли",21.0,2.03,0.09,3.39
"Маш (бобы мунг), проросшие, жареные",50.0,4.3,0.21,8.69
"Маш (бобы мунг), проросшие, сырые",30.0,3.04,0.18,4.14
"Маш красный (фасоль адзуки), зрелые семена",329.0,19.87,0.53,50.2
"Маш красный (фасоль адзуки), зрелые семена, вареный, без соли",128.0,7.52,0.1,17.47
"Маш красный (фасоль адзуки), зрелые семена, вареный, с солью",128.0,7.52,0.1,17.47
"Маш красный (фасоль адзуки), зрелые семена, консервированный, подслащенный",237.0,3.8,0.03,55.01
"Маш чёрный (урд, или маи)",341.0,25.21,1.64,40.69
